cluster,city,goodsan,goodwat,radio,tv,sumasset,lisradio,gradef,pregnant,curuse,curmeth,fpmess,partner,idealnum,gradep,agef,addesir,hofp5,hcfp5,difp5,notpreg
216,0,0,0,0,0,1,0,0,0,0,3,0,1,10,,45,2,0,0,0,1
325,0,0,0,0,0,1,0,7,1,,3,0,1,6,7,16,6,0,0,0,0
281,0,0,1,0,0,1,1,7,0,1,2,1,1,4,4,21,2,1,0,1,1
156,,0,1,0,0,0,0,6,0,0,3,0,1,4,3,25,3,0,0,0,1
78,0,0,0,0,0,0,0,0,0,0,3,0,1,,3,35,,0,0,0,1
90,0,0,1,1,0,2,1,5,1,,3,0,1,4,7,24,3,0,0,0,0
226,0,0,0,0,0,1,0,7,0,0,3,0,1,8,7,21,6,0,0,1,1
44,0,0,1,1,0,2,1,6,0,0,1,1,1,10,6,41,3,0,0,1,1
272,0,0,0,0,0,0,0,0,0,0,3,0,1,4,,27,4,0,0,0,1
281,0,0,1,0,0,0,0,3,0,1,2,1,0,9,0,20,9,1,0,1,1
28,0,0,1,1,0,1,1,7,0,0,3,1,0,5,0,24,4,0,1,0,1
261,0,0,1,0,0,0,0,0,0,0,3,0,0,,0,19,,0,0,1,1
244,0,0,1,0,0,0,0,0,0,0,3,0,1,8,6,30,4,0,1,0,1
317,0,0,0,0,0,0,0,4,0,0,3,0,0,,0,16,,0,0,0,1
150,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,26,2,0,0,1,1
274,0,0,0,1,0,2,0,0,0,0,3,0,1,8,4,41,3,0,1,0,1
41,0,0,0,0,0,0,0,7,0,0,3,1,0,4,0,17,4,1,0,0,1
263,0,0,0,1,0,1,1,7,0,0,3,1,1,6,6,21,5,0,0,0,1
281,0,0,1,1,0,1,1,7,0,0,3,1,0,5,0,22,4,1,0,1,1
326,0,0,0,1,0,1,1,7,0,0,3,0,0,4,0,31,0,0,0,1,1
317,0,0,0,0,0,0,1,7,0,0,3,0,1,15,7,18,15,0,0,0,1
327,0,0,0,1,0,1,0,0,0,0,3,0,0,5,0,21,3,0,0,0,1
74,0,0,0,0,0,0,1,5,0,0,3,1,1,3,12,29,2,0,0,0,1
24,0,0,0,0,0,0,1,0,0,0,3,0,1,6,,25,3,0,0,0,1
281,0,0,0,0,0,0,0,7,0,0,3,0,1,6,4,20,5,1,0,1,1
31,0,0,0,0,0,0,0,7,0,0,3,0,1,6,12,35,3,0,0,0,1
43,0,0,0,1,0,1,1,12,0,0,3,1,0,4,0,25,4,0,0,0,1
255,0,0,0,0,0,0,0,6,0,0,3,1,1,6,7,17,,0,0,1,1
268,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,16,5,0,0,0,1
247,0,0,1,0,0,0,0,0,0,0,3,0,1,,4,40,,0,0,0,1
280,0,0,0,1,0,2,1,12,0,0,3,1,1,2,12,37,2,1,0,1,1
154,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,15,5,0,0,1,1
279,0,0,0,0,0,0,1,0,0,0,3,0,1,10,,32,5,0,0,0,1
7,,0,1,0,0,0,0,0,0,0,3,0,1,8,,38,3,0,0,0,1
147,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,18,3,0,0,0,1
261,0,0,1,0,0,0,0,0,0,0,3,0,0,,0,32,,0,0,1,1
186,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,32,-1,0,0,0,1
280,0,0,1,1,0,1,1,7,0,0,3,0,1,4,7,27,3,1,0,1,1
264,0,0,1,0,0,0,0,7,0,0,3,0,1,10,7,20,9,0,0,1,1
196,0,0,1,0,0,0,0,7,0,0,3,1,1,9,7,18,8,0,0,0,1
255,0,0,0,1,0,1,1,0,0,0,3,1,1,,4,32,,0,0,1,1
281,0,0,1,0,0,0,1,6,0,0,3,0,0,5,0,15,5,1,0,1,1
255,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,35,4,0,0,1,1
280,0,0,0,1,0,3,1,11,0,1,2,1,0,10,0,17,10,1,0,1,1
277,0,0,0,0,0,1,0,0,0,0,3,0,1,4,,41,-3,0,0,0,1
255,0,0,0,0,0,0,0,0,1,,3,0,1,6,4,26,3,0,0,1,0
11,0,0,0,0,0,0,0,5,0,0,3,0,0,14,0,15,14,0,0,0,1
140,0,0,0,0,0,0,1,7,1,,3,0,1,6,7,23,4,0,0,1,0
218,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,21,4,0,0,1,1
280,0,1,1,1,0,4,1,7,0,0,3,1,1,4,14,18,3,1,0,1,1
280,0,0,1,1,0,4,1,4,0,0,3,0,0,,0,18,,1,0,1,1
230,0,0,0,0,0,0,0,0,0,0,3,0,1,7,,22,6,0,0,1,1
304,0,0,0,0,0,0,0,0,0,0,3,0,1,6,,43,-1,0,0,1,1
135,0,0,0,0,0,0,1,7,0,0,3,0,0,5,0,20,4,0,0,0,1
280,0,1,1,1,0,3,1,7,0,0,3,0,0,5,0,21,5,1,0,1,1
232,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,44,10,0,0,0,1
72,,0,1,0,0,0,0,7,0,0,3,0,1,10,7,26,7,0,0,1,1
58,0,0,1,0,0,0,0,0,0,0,3,0,1,6,4,38,3,0,0,1,1
175,0,0,0,1,0,2,1,4,0,0,3,1,0,6,0,41,3,0,0,0,1
256,0,0,0,0,0,1,0,7,0,0,3,1,1,8,7,28,5,0,0,0,1
156,,0,1,0,0,0,0,6,0,0,3,1,1,3,7,26,1,0,0,0,1
186,0,0,0,0,0,0,0,0,0,0,3,0,1,,7,28,,0,0,0,1
286,,0,0,1,0,2,0,0,0,0,3,0,1,6,7,23,3,0,0,0,1
61,0,0,0,0,0,0,0,0,0,0,3,0,1,6,,25,1,0,0,0,1
8,0,0,0,0,0,0,0,3,0,1,1,1,1,6,7,24,5,0,0,0,1
68,0,0,0,0,0,0,0,4,0,0,3,1,0,5,0,18,4,0,0,0,1
84,0,0,1,1,0,1,0,0,0,0,3,1,0,10,0,48,3,0,0,1,1
11,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,17,3,0,0,0,1
14,0,0,0,0,0,0,1,7,0,0,3,1,0,3,0,30,2,0,0,1,1
201,0,0,0,0,0,0,0,7,0,1,2,0,1,4,7,19,2,0,0,0,1
256,0,0,0,0,0,0,0,0,0,0,3,0,1,,,35,,0,0,0,1
318,0,0,0,1,0,2,1,0,1,,3,1,1,6,7,35,-1,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,16,8,0,0,0,1
256,0,0,0,0,0,0,0,7,0,0,3,1,1,7,7,22,4,0,0,0,1
256,0,0,0,0,0,0,0,7,0,0,3,0,1,7,7,27,4,0,0,0,1
185,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,25,5,0,0,0,1
218,0,0,0,1,0,1,1,0,0,0,3,0,1,10,,38,10,0,0,1,1
36,0,0,1,0,0,0,1,4,0,0,3,0,1,5,,35,2,0,0,0,1
279,0,0,0,1,0,2,0,0,0,0,3,0,0,9,0,35,2,0,0,0,1
257,0,0,0,0,0,0,0,7,0,0,3,0,1,7,4,22,7,0,0,1,1
79,0,0,0,1,0,2,1,7,0,1,2,1,0,4,0,20,2,0,0,0,1
73,0,0,0,0,0,0,0,0,0,0,3,1,1,10,,46,6,0,0,0,1
207,0,0,0,0,0,0,0,0,0,0,3,1,1,8,,32,4,0,0,0,1
242,0,0,0,0,0,1,1,0,0,0,3,0,1,,,29,,0,0,0,1
270,0,0,0,0,0,1,0,7,0,0,3,0,1,,7,20,,0,0,0,1
229,0,0,0,0,0,0,0,0,0,0,3,0,1,4,7,26,2,0,0,0,1
269,0,1,0,0,0,1,0,7,0,0,3,0,1,5,7,17,5,0,0,0,1
20,0,0,0,1,0,1,1,14,0,0,3,1,0,2,0,22,2,1,0,0,1
257,0,0,0,0,0,1,1,0,0,0,3,0,1,,7,26,,0,0,1,1
172,0,0,1,1,0,2,1,0,0,0,3,0,1,6,4,33,0,0,0,0,1
155,0,0,1,1,0,1,1,7,0,0,3,0,1,3,7,21,1,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,3,0,1,,,42,,0,0,0,1
226,0,0,0,0,0,1,0,7,0,0,3,0,1,5,7,18,5,0,0,1,1
303,0,0,0,0,0,0,0,0,0,0,3,1,1,,4,36,,0,0,1,1
213,0,0,0,0,0,0,0,7,0,0,3,0,1,4,4,34,-2,0,0,1,1
269,0,0,0,,,,0,0,0,0,3,0,0,10,0,32,8,0,0,0,1
86,0,0,0,1,0,2,1,7,0,0,3,1,1,,7,22,,0,0,1,1
279,0,0,0,0,0,1,0,6,0,0,3,0,0,5,0,15,5,0,0,0,1
57,0,0,0,0,0,0,0,3,0,0,3,0,1,5,,32,,1,0,1,1
135,0,0,0,0,0,1,0,0,0,0,3,1,1,5,7,26,4,0,0,0,1
302,0,0,0,0,0,0,0,6,1,,3,1,0,,0,19,,0,1,0,0
314,0,0,0,0,0,0,1,7,0,0,3,0,0,6,0,16,6,0,0,0,1
279,0,0,0,0,0,0,0,0,0,0,3,0,1,12,4,25,9,0,0,0,1
258,0,1,1,0,0,1,0,4,0,0,3,0,0,6,0,16,6,0,0,1,1
260,0,0,0,0,0,0,0,7,0,0,3,0,0,10,0,17,10,0,0,1,1
318,0,0,0,1,0,1,1,0,0,0,3,1,1,4,3,39,0,0,0,0,1
79,0,0,0,0,0,1,0,7,0,1,2,0,1,5,7,24,3,0,0,0,1
305,0,0,0,0,0,1,0,0,0,0,3,0,1,,3,33,,0,0,0,1
170,0,0,1,1,0,2,0,3,0,0,3,0,0,1,0,18,1,0,0,0,1
136,0,0,1,1,0,3,0,7,0,0,3,1,0,4,0,24,3,0,0,0,1
172,0,0,0,1,0,1,0,7,0,0,3,1,1,3,7,21,2,0,0,0,1
74,0,0,0,0,0,0,0,2,0,0,3,0,1,10,,41,5,0,0,0,1
241,0,0,0,0,0,0,0,0,,0,3,0,1,,,39,,0,0,0,0
211,0,0,0,0,0,0,0,4,0,0,3,1,1,7,,39,0,0,1,0,1
14,0,0,0,0,0,0,0,7,0,0,3,1,1,,4,31,,0,0,1,1
258,0,0,1,0,0,1,0,7,0,1,1,0,0,6,0,33,2,0,0,1,1
180,0,0,0,0,0,0,0,2,0,0,3,0,1,5,6,32,0,0,0,0,1
326,0,0,0,1,0,1,1,0,0,0,3,0,1,6,7,27,5,0,0,1,1
318,0,0,0,0,0,0,0,2,,0,3,1,1,6,4,33,0,0,0,0,0
243,0,1,0,1,0,2,1,0,0,0,3,0,0,4,0,15,4,0,1,0,1
123,0,0,1,1,0,1,1,7,0,0,3,1,0,4,0,15,4,0,0,0,1
206,0,0,0,0,0,0,0,4,0,0,3,0,0,7,0,15,7,0,1,0,1
42,0,0,1,0,0,0,0,4,0,1,1,0,1,8,12,40,1,1,0,0,1
174,0,0,0,0,0,0,0,4,0,0,3,1,1,8,7,26,5,0,0,0,1
258,0,0,1,0,0,1,1,7,0,0,3,1,0,,0,29,,0,0,1,1
323,0,0,0,0,0,0,1,7,0,0,3,0,0,4,0,15,4,0,0,1,1
258,0,0,1,0,0,1,0,7,0,0,3,1,1,7,7,26,5,0,0,1,1
275,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,35,3,0,1,0,1
258,0,0,1,0,0,1,0,6,0,0,3,0,0,,0,15,,0,0,1,1
258,0,0,1,1,0,2,1,7,0,0,3,0,0,6,0,16,6,0,0,1,1
283,,0,0,0,0,0,0,4,0,0,3,0,1,4,8,37,-3,0,0,0,1
256,0,0,0,0,0,0,0,0,0,0,3,1,1,10,4,31,6,0,0,0,1
279,0,0,0,0,0,1,0,5,0,0,3,0,1,10,6,22,8,0,0,0,1
258,0,0,1,1,0,1,1,0,0,0,3,1,1,10,,39,6,0,0,1,1
308,0,0,0,0,0,0,0,7,0,0,3,0,1,12,7,18,11,0,0,0,1
164,0,0,1,1,0,2,1,7,0,0,3,1,0,3,0,30,0,0,0,1,1
325,0,0,0,1,0,2,1,7,0,0,3,0,1,10,7,27,5,0,0,0,1
310,0,0,0,1,0,2,1,7,0,0,3,0,1,,4,23,,0,0,1,1
192,0,0,0,0,0,0,0,0,0,0,3,1,1,7,12,26,4,0,0,0,1
294,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,16,10,0,0,0,1
233,0,0,0,0,0,1,0,5,0,0,3,1,1,4,7,27,-1,0,0,1,1
259,0,0,0,1,0,1,1,7,0,0,3,1,1,10,12,35,9,0,0,1,1
246,0,0,1,0,0,0,1,7,0,0,3,1,0,,0,16,,0,1,0,1
136,0,0,0,0,0,0,0,7,1,,3,1,1,4,5,26,3,0,0,0,0
315,0,0,0,1,0,1,0,0,0,0,3,0,1,5,,18,5,0,0,0,1
21,0,0,0,1,0,2,1,7,0,0,3,0,1,4,7,19,3,1,0,0,1
76,0,0,1,1,0,2,1,7,1,,3,1,1,5,7,18,4,0,0,1,0
270,0,0,0,0,0,0,0,0,0,0,3,0,1,10,2,31,7,0,0,0,1
145,0,0,1,0,0,0,0,4,0,0,3,1,1,8,4,40,2,0,0,0,1
279,0,0,0,0,0,0,0,0,0,0,3,0,1,10,,33,4,0,0,0,1
205,0,0,0,0,0,1,0,7,0,0,3,0,0,7,0,17,7,0,1,0,1
279,0,0,0,1,0,2,0,0,1,,3,0,1,,4,32,,0,0,0,0
14,0,0,0,0,0,0,0,7,0,0,3,1,1,6,4,27,3,0,0,1,1
242,0,0,0,0,0,0,0,0,0,0,3,0,1,10,,38,2,0,0,0,1
317,0,0,0,1,0,2,0,5,0,0,3,0,0,4,0,15,4,0,0,0,1
43,0,0,0,1,0,1,1,4,0,0,3,0,1,6,7,28,0,0,0,0,1
161,0,0,1,0,0,0,0,0,1,,3,1,1,8,,35,3,0,0,0,0
183,0,0,0,1,0,1,0,7,0,0,3,1,1,5,2,24,2,0,0,0,1
259,0,0,0,0,0,0,0,7,0,0,3,0,0,10,0,18,10,0,0,1,1
317,0,0,0,1,0,1,1,6,1,,3,0,1,5,7,28,2,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,17,5,0,0,0,1
279,0,0,0,0,0,1,0,7,0,0,3,0,1,10,7,27,8,0,0,0,1
212,0,0,1,1,0,2,0,0,0,0,3,1,1,7,6,35,5,0,1,0,1
210,,0,0,0,0,0,0,7,0,0,3,0,0,5,0,17,5,0,0,1,1
273,0,0,0,0,0,0,0,0,1,,3,0,1,,,23,,0,0,0,0
124,0,0,1,1,0,1,1,7,1,,3,1,1,6,2,23,3,0,0,0,0
195,0,0,1,0,0,0,1,7,1,,3,0,0,6,0,22,5,0,0,1,0
10,0,0,0,0,0,0,0,7,1,,3,1,1,3,7,23,3,0,0,1,0
40,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,19,3,1,0,0,1
130,0,0,0,1,0,2,0,7,0,0,3,0,1,3,7,23,3,1,0,0,1
323,0,0,0,0,0,0,0,7,0,0,3,1,0,6,0,18,4,0,0,1,1
260,0,0,0,0,0,1,0,0,1,,3,1,1,7,4,28,5,0,0,1,0
319,0,0,0,0,0,0,0,2,0,0,3,0,1,4,,29,0,0,0,0,1
178,0,0,0,0,0,0,0,3,1,,3,1,1,8,,34,2,0,0,0,0
260,0,0,1,0,0,0,0,7,0,0,3,1,1,4,7,22,3,0,0,1,1
231,0,0,1,0,0,0,0,4,0,0,3,1,0,6,0,45,-4,0,0,1,1
257,0,0,0,1,0,1,0,0,0,0,3,1,0,2,0,42,-5,0,0,1,1
137,0,0,0,0,0,0,0,7,0,0,3,1,1,7,4,29,2,0,0,0,1
90,0,0,0,0,0,0,0,0,0,0,3,0,1,10,,27,5,0,0,0,1
274,0,0,0,0,0,0,1,7,0,0,3,0,0,10,0,16,10,0,1,0,1
124,0,0,1,1,0,1,1,7,0,0,3,1,1,5,7,20,5,0,0,0,1
26,0,0,0,0,0,0,0,0,0,0,3,0,1,6,4,28,2,0,0,0,1
262,0,0,0,0,0,0,0,0,0,0,3,1,0,,0,48,,0,0,0,1
323,0,0,0,0,0,1,1,0,0,0,3,1,1,10,,30,7,0,0,1,1
194,0,0,1,0,0,0,0,7,0,0,3,0,0,,0,16,,0,0,0,1
260,0,0,0,1,0,2,1,7,1,,3,0,1,6,7,30,3,0,0,1,0
56,0,0,1,0,0,0,0,0,0,0,3,0,0,7,0,20,7,0,0,1,1
195,0,0,0,1,0,2,1,7,0,0,3,1,1,6,7,20,5,0,0,1,1
216,0,0,0,0,0,1,0,0,1,,3,0,1,10,,23,7,0,0,0,0
275,0,0,0,0,0,0,1,7,0,0,3,0,1,6,7,23,3,0,1,0,1
166,0,0,0,0,0,1,0,0,0,0,3,1,1,10,,29,6,0,0,0,1
292,0,0,0,0,0,0,0,7,0,0,3,1,1,9,7,21,9,0,0,0,1
260,0,0,0,0,0,1,0,0,1,,3,0,1,5,,45,0,0,0,1,0
260,0,0,0,0,0,1,1,5,0,0,3,0,0,10,0,17,10,0,0,1,1
261,0,0,1,0,0,0,0,0,1,,3,1,1,,,25,,0,0,1,0
226,0,0,0,0,0,1,0,0,0,0,3,0,1,10,4,32,4,0,0,1,1
268,0,0,0,0,0,1,0,7,0,0,3,0,0,8,0,16,8,0,0,0,1
164,0,0,1,0,0,0,0,7,0,0,3,1,1,5,7,29,2,0,0,1,1
260,0,0,0,0,0,0,0,0,0,0,3,0,1,20,4,35,14,0,0,1,1
230,0,0,0,0,0,1,0,0,0,0,3,0,1,8,,24,7,0,0,1,1
278,0,0,0,0,0,1,0,0,0,0,3,0,1,12,,49,5,0,0,1,1
196,0,0,1,0,0,0,0,0,0,0,3,0,1,5,,46,-2,0,0,0,1
242,0,0,0,0,0,0,0,0,0,0,3,0,1,,,20,,0,0,0,1
292,0,0,0,0,0,0,0,7,0,0,3,0,1,5,,25,3,0,0,0,1
322,0,0,0,0,0,0,0,0,0,0,3,0,1,4,12,42,,0,0,0,1
72,,0,1,0,0,1,0,7,1,,3,1,1,10,5,21,9,0,0,1,0
197,,0,0,0,0,0,0,0,0,0,3,0,1,,4,45,,0,0,0,1
183,0,0,0,0,0,1,0,0,1,,3,0,1,7,4,35,1,0,0,0,0
268,0,0,0,0,0,1,0,0,1,,3,0,1,,3,40,,0,0,0,0
278,0,0,0,0,0,1,0,7,0,0,3,0,0,12,0,19,12,0,0,1,1
260,0,0,0,0,0,1,1,0,0,0,3,1,1,,,40,,0,0,1,1
257,0,0,0,0,0,0,0,0,0,0,3,0,1,,,43,,0,0,1,1
301,0,0,0,1,0,1,1,7,0,0,3,0,0,6,0,18,5,0,1,0,1
199,0,0,0,0,0,0,0,0,0,0,3,0,1,6,,43,3,1,0,0,1
278,0,0,0,0,0,1,0,2,1,,3,0,1,,7,19,,0,0,1,0
278,0,0,0,0,0,0,0,0,1,,3,0,1,9,,35,2,0,0,1,0
9,0,0,0,0,0,0,0,0,0,0,3,0,1,7,4,35,2,0,0,1,1
30,0,0,1,0,0,0,0,0,1,,3,0,1,,,40,,0,0,0,0
178,0,0,0,0,0,1,0,0,0,1,2,1,1,4,4,30,1,0,0,0,1
174,0,0,0,0,0,0,1,7,0,0,3,1,1,6,4,33,1,0,0,0,1
278,0,0,0,1,0,1,1,0,0,0,3,0,1,10,,36,6,0,0,1,1
77,0,0,0,0,0,0,1,7,0,0,3,0,1,6,14,27,6,0,0,1,1
5,0,0,0,1,0,2,1,7,0,0,3,0,0,4,0,18,4,0,0,0,1
192,0,0,0,0,0,0,0,0,0,0,3,0,1,,,31,,0,0,0,1
170,0,0,1,0,0,0,0,7,0,0,3,1,0,3,0,17,3,0,0,0,1
319,0,0,0,0,0,0,0,5,0,0,3,0,0,5,0,16,5,0,0,0,1
150,0,0,1,0,0,0,0,7,0,0,3,0,1,6,7,27,3,0,0,1,1
5,0,0,0,0,0,0,0,7,1,,3,0,1,6,7,18,6,0,0,0,0
38,0,0,1,0,0,0,0,7,0,0,3,0,1,4,7,19,3,0,0,1,1
229,0,0,0,0,0,1,0,7,0,0,3,0,0,10,0,16,10,0,0,0,1
169,,0,1,1,0,1,1,4,0,0,3,0,1,6,12,45,3,0,0,0,1
230,0,0,0,0,0,0,0,0,0,0,3,0,1,10,4,43,6,0,0,1,1
153,0,0,0,0,0,0,0,0,0,0,3,0,1,,,43,,0,0,1,1
278,0,0,0,0,0,1,0,7,0,0,3,0,0,7,0,16,7,0,0,1,1
278,0,0,0,0,0,1,0,0,0,0,3,0,0,15,0,15,15,0,0,1,1
71,0,0,1,0,0,0,1,7,0,0,3,1,1,5,7,23,3,0,0,0,1
176,0,0,1,1,0,1,0,0,0,0,3,0,1,,,25,,0,0,0,1
199,0,0,0,0,0,0,0,7,0,0,3,1,1,,7,19,,1,0,0,1
211,0,0,0,0,0,0,0,7,0,0,3,1,0,5,0,27,4,0,1,0,1
156,,0,1,0,0,0,0,0,0,0,3,0,1,4,4,37,2,0,0,0,1
296,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,19,6,0,0,0,1
261,0,0,1,0,0,0,0,3,0,0,3,0,0,,0,16,,0,0,1,1
129,0,0,1,1,0,1,1,5,0,0,3,1,1,5,6,32,3,1,0,0,1
261,0,0,1,1,0,1,1,7,0,0,3,1,1,8,7,27,5,0,0,1,1
261,0,0,1,1,0,1,0,0,1,,3,0,0,10,0,26,7,0,0,1,0
261,0,0,0,0,0,0,0,7,0,0,3,0,0,,0,20,,0,0,1,1
261,0,0,1,0,0,0,0,0,0,0,3,0,0,,0,49,,0,0,1,1
301,0,0,0,0,0,1,1,7,0,0,3,0,1,10,7,19,10,0,1,0,1
200,0,0,0,0,0,0,0,0,0,0,3,0,1,7,4,36,3,0,0,0,1
41,0,0,0,0,0,0,0,10,0,1,2,0,1,3,7,28,1,1,0,0,1
225,0,0,1,1,0,2,1,7,0,0,3,1,1,10,12,40,4,0,0,1,1
215,0,0,0,0,0,1,0,0,0,0,3,0,1,10,,24,8,0,0,0,1
215,0,0,0,0,0,0,0,0,0,0,3,0,1,4,,36,1,0,0,0,1
73,0,0,0,0,0,0,0,0,1,,3,1,1,10,,37,6,0,0,0,0
91,0,0,0,1,0,2,1,5,0,0,3,0,0,2,0,15,2,0,0,0,1
261,0,0,1,0,0,0,0,7,0,0,3,1,1,6,7,23,4,0,0,1,1
75,0,0,0,0,0,0,0,4,0,0,3,0,1,10,,46,6,0,0,0,1
270,0,0,0,0,0,1,0,0,0,0,3,0,1,7,,21,5,0,0,0,1
280,0,0,1,1,0,2,0,0,0,0,3,0,1,3,,30,1,1,0,1,1
152,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,16,,0,0,0,1
88,,0,0,0,0,0,0,0,0,0,3,0,1,7,,38,3,0,0,0,1
257,0,0,0,0,0,1,0,0,,0,3,0,0,,0,25,,0,0,1,0
44,0,0,1,0,0,1,1,12,0,0,3,1,0,4,0,23,4,0,0,1,1
29,0,0,0,1,0,2,1,15,0,0,3,1,1,4,15,31,-2,0,0,0,1
176,0,0,0,0,0,0,0,0,0,0,3,0,1,7,,45,2,0,0,0,1
249,0,0,0,1,0,1,1,0,0,0,1,1,1,5,,43,2,0,0,0,1
277,0,0,0,0,0,1,0,0,0,0,3,0,1,7,,38,-1,0,0,0,1
262,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,31,,0,0,0,1
72,,0,1,0,0,0,0,0,0,0,3,1,1,15,5,43,13,0,0,1,1
317,0,0,0,0,0,1,0,4,1,,3,0,1,6,4,21,5,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,3,0,1,7,,49,3,0,0,1,1
277,0,0,0,1,0,2,1,0,1,,3,0,1,5,2,36,-2,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,3,0,1,8,,35,3,0,0,0,1
270,0,0,0,0,0,1,0,5,0,0,3,0,1,3,7,20,3,0,0,0,1
92,0,0,0,1,0,1,1,4,0,0,3,0,0,6,0,37,2,0,0,0,1
277,0,0,0,0,0,0,0,4,0,0,3,0,1,8,,27,6,0,0,0,1
123,0,0,1,1,0,1,1,7,0,0,3,0,0,3,0,15,3,0,0,0,1
165,0,0,0,0,0,0,1,7,0,0,3,0,1,,7,28,,0,0,1,1
227,0,0,0,1,0,2,1,7,0,0,3,0,1,3,7,28,3,0,0,0,1
152,0,0,0,0,0,0,1,7,0,0,3,0,1,5,7,23,5,0,0,0,1
307,0,0,0,0,0,1,1,0,0,0,3,1,1,,5,37,,0,0,1,1
171,0,0,0,0,0,0,0,4,0,0,3,0,1,10,3,49,7,0,0,0,1
155,0,0,1,0,0,0,0,2,0,0,3,0,1,9,,47,1,0,1,0,1
321,0,0,0,0,0,0,1,11,0,1,1,1,1,5,4,22,3,0,0,1,1
130,0,0,1,1,0,1,1,7,1,,3,1,1,6,7,19,,1,0,0,0
53,0,0,0,0,0,0,1,7,0,0,3,1,0,6,0,22,6,0,0,1,1
75,0,0,1,0,0,0,0,7,1,,3,1,1,,7,23,,0,0,0,0
171,0,0,0,0,0,0,0,2,0,0,3,1,1,6,4,38,1,0,0,0,1
277,0,0,0,0,0,0,0,0,0,0,3,0,1,8,2,15,8,0,0,0,1
186,0,0,0,1,0,2,1,0,0,0,3,1,1,8,,41,1,0,0,0,1
286,,0,0,0,0,1,1,4,1,,3,1,1,6,7,19,5,0,0,0,0
154,1,0,0,0,0,0,0,6,0,0,3,1,1,10,,19,9,0,0,1,1
212,0,0,1,1,0,2,0,7,0,0,3,0,0,6,0,15,6,0,1,0,1
156,,0,1,0,0,0,0,0,0,0,3,0,1,,,46,,0,0,0,1
216,0,0,0,,,,0,0,0,0,3,0,0,12,0,16,12,0,0,0,1
36,0,0,1,0,0,0,0,2,0,0,3,1,0,4,0,33,0,0,0,0,1
136,0,0,0,0,0,0,0,4,0,0,3,0,1,20,4,37,19,0,0,0,1
140,0,0,1,0,0,0,0,7,0,0,3,1,0,4,0,22,4,0,0,1,1
245,0,0,1,0,0,0,0,0,0,0,3,0,1,6,,35,1,0,0,0,1
180,0,0,0,1,0,2,0,0,0,0,3,0,1,10,7,40,9,0,0,0,1
40,0,0,0,1,0,1,1,0,1,,3,1,1,4,8,37,-1,1,0,0,0
224,0,0,0,0,0,1,0,2,0,0,3,1,1,8,,37,3,0,0,0,1
240,0,0,0,1,0,1,1,4,0,0,3,0,1,4,4,23,4,0,0,1,1
249,0,0,0,0,0,0,0,4,0,0,3,0,1,,,45,,0,0,0,1
276,0,0,0,0,0,0,0,0,0,0,3,0,1,3,,19,2,0,0,0,1
165,0,0,0,1,0,1,0,7,0,0,3,0,0,3,0,15,3,0,0,1,1
263,0,0,0,0,0,0,0,0,1,,3,1,1,10,5,36,6,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,3,1,1,10,,24,9,0,0,1,1
263,0,0,0,1,0,2,1,0,0,0,3,1,1,,4,35,,0,0,0,1
290,0,0,0,0,0,0,0,0,0,0,3,0,1,5,7,20,4,0,0,1,1
263,0,0,0,1,0,2,1,0,0,0,3,0,1,,4,30,,0,0,0,1
72,,0,1,1,0,1,1,7,0,0,3,1,0,3,0,23,3,0,0,1,1
263,0,0,0,0,0,0,0,0,0,0,3,1,1,,,38,,0,0,0,1
203,0,0,0,1,0,1,1,0,0,0,3,1,1,7,7,31,4,0,0,0,1
166,0,0,0,1,0,1,1,0,0,0,3,0,1,5,,46,1,0,0,0,1
231,0,0,1,1,0,2,1,7,0,0,3,1,1,5,7,22,3,0,0,1,1
263,0,0,0,1,0,1,1,7,0,0,3,0,0,6,0,20,6,0,0,0,1
263,0,0,0,0,0,1,0,0,1,,3,0,1,5,4,35,0,0,0,0,0
276,0,0,0,0,0,0,0,6,0,0,3,0,0,5,0,16,5,0,0,0,1
307,0,0,0,0,0,0,0,4,0,0,3,1,0,6,0,40,3,0,0,1,1
68,0,0,0,0,0,0,0,4,1,,3,1,0,4,0,16,4,0,0,0,0
