cluster,city,goodsan,goodwat,radio,tv,sumasset,lisradio,gradef,pregnant,curuse,curmeth,fpmess,partner,idealnum,gradep,agef,addesir,hofp5,hcfp5,difp5,notpreg
238,0,1,1,1,0,2,1,8,0,0,1,1,1,,14,45,,1,0,1,1
65,0,0,1,0,0,1,0,4,0,0,3,0,0,4,0,45,-2,1,0,0,1
110,1,0,1,0,0,0,1,7,0,0,3,1,1,2,7,19,1,1,1,0,1
221,1,0,1,1,0,3,1,6,0,0,3,0,0,3,0,15,3,1,1,1,1
104,,0,1,1,0,2,1,7,0,1,2,1,0,6,0,32,2,1,1,1,1
157,0,0,1,0,0,0,1,2,0,0,3,0,0,5,0,42,1,1,0,0,1
235,0,0,1,1,0,1,1,7,0,0,3,0,0,6,0,16,6,1,0,0,1
1,1,0,1,0,0,1,0,7,0,0,3,0,0,,0,18,,1,0,0,1
300,0,0,1,1,0,1,1,7,0,0,3,1,1,4,12,20,,1,0,0,1
104,,0,1,0,0,0,0,7,,0,3,0,1,8,7,18,8,1,1,1,0
127,0,0,0,0,0,0,0,0,0,0,3,0,1,8,,49,1,1,0,0,1
313,0,0,1,1,0,2,1,6,0,0,3,1,0,,0,21,,0,0,1,1
297,0,0,0,1,0,1,1,0,0,0,3,1,1,5,7,27,4,0,1,1,1
83,0,0,0,1,0,1,1,7,0,0,3,1,1,10,7,27,8,0,0,0,1
96,1,0,1,1,0,1,1,7,0,1,1,1,0,4,0,22,4,1,0,1,1
98,1,0,1,0,0,0,1,7,0,1,1,1,1,4,12,29,0,0,1,1,1
160,1,0,0,1,0,2,1,7,0,0,3,1,1,6,4,31,2,1,0,1,1
221,1,0,1,1,0,3,1,10,0,0,3,1,1,4,7,27,2,1,1,1,1
107,1,0,1,1,0,1,1,7,0,0,3,0,0,2,0,18,2,0,0,1,1
64,0,0,1,0,0,0,0,0,0,0,3,0,1,4,7,17,4,1,0,1,1
251,0,0,0,0,0,0,0,0,0,0,3,0,1,8,,45,7,1,0,0,1
252,1,0,1,0,0,0,0,0,0,0,3,1,0,4,0,20,,1,0,1,1
127,0,0,1,1,0,1,0,7,0,0,3,1,1,6,7,19,5,1,0,0,1
160,1,0,1,1,0,1,1,7,0,0,3,0,0,4,0,19,4,1,0,1,1
298,1,0,1,1,0,1,0,6,0,0,3,1,1,4,7,17,3,1,0,1,1
222,1,0,1,1,0,1,1,12,0,0,3,1,0,5,0,20,4,1,0,1,1
121,1,0,1,1,0,2,1,7,0,0,3,1,0,4,0,18,4,0,0,0,1
158,0,0,1,1,0,2,0,7,0,0,3,0,0,5,0,22,3,0,0,0,1
83,0,0,0,0,0,0,1,7,0,0,3,0,0,5,0,26,4,0,0,0,1
1,1,0,1,0,0,0,1,7,0,0,3,1,1,4,7,25,0,1,0,0,1
103,1,0,1,1,0,2,1,4,0,0,3,1,1,12,12,39,5,0,1,1,1
33,1,1,1,1,0,1,1,7,0,0,3,0,1,6,7,23,5,0,0,0,1
313,0,1,1,1,0,3,1,5,0,1,2,1,1,10,12,41,3,0,0,1,1
117,1,0,1,1,0,2,1,0,0,0,3,0,1,4,7,25,3,0,0,0,1
49,1,0,1,0,0,0,0,7,0,0,3,0,0,6,0,28,4,1,0,0,1
238,0,0,1,1,0,2,1,7,0,0,3,0,0,4,0,18,4,1,0,1,1
51,1,0,1,1,0,1,1,7,0,0,3,0,0,4,0,18,3,0,0,0,1
219,0,0,0,1,0,2,1,3,0,0,3,1,1,6,8,38,5,0,1,0,1
1,1,0,1,0,0,0,0,0,0,0,3,0,1,7,0,38,4,1,0,0,1
1,1,0,1,0,0,0,1,7,0,0,3,1,1,3,7,24,2,1,0,0,1
103,1,1,1,1,1,5,1,7,0,0,3,0,0,4,0,16,4,0,1,1,1
1,1,0,1,1,0,1,1,7,0,1,1,1,1,7,6,31,4,1,0,0,1
189,0,0,0,1,0,1,1,7,0,0,3,0,1,,7,17,,1,0,0,1
64,0,0,1,0,0,0,0,0,1,,3,1,1,4,,29,2,1,0,1,0
251,0,0,0,1,0,2,1,7,0,0,3,1,1,6,7,26,2,1,0,0,1
300,0,0,0,0,0,0,1,3,0,0,3,0,1,9,4,41,3,1,0,0,1
121,1,0,0,0,0,1,0,4,0,0,3,0,1,2,7,41,-4,0,0,0,1
267,0,0,0,0,0,0,1,7,0,0,3,0,0,10,0,17,10,0,0,1,1
297,0,0,0,0,0,1,0,7,0,0,3,0,1,4,4,21,3,0,1,1,1
251,0,0,0,1,0,1,0,7,1,,3,0,1,4,,37,-2,1,0,0,0
251,0,0,0,1,0,1,1,0,0,0,3,0,1,,,45,,1,0,0,1
298,1,0,1,1,0,2,1,7,1,,3,1,1,5,12,21,4,1,0,1,0
252,1,0,1,1,0,1,1,7,1,,3,0,1,4,7,23,3,1,0,1,0
102,1,0,1,1,0,1,1,7,0,0,3,0,0,3,0,26,1,1,1,0,1
105,1,0,1,0,0,0,0,7,1,,3,1,1,3,7,19,3,0,0,0,0
251,0,0,0,0,0,0,1,7,0,0,3,0,0,5,0,16,5,1,0,0,1
65,0,0,1,0,0,1,1,7,0,0,3,0,0,5,0,15,5,1,0,0,1
83,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,21,2,0,0,0,1
114,1,0,1,1,0,1,1,7,0,1,1,1,0,3,0,30,1,0,1,0,1
115,1,1,1,1,1,5,0,7,0,1,1,1,1,5,12,31,2,0,0,1,1
115,1,1,1,1,0,2,1,5,0,0,3,1,0,4,0,19,4,0,0,1,1
49,1,0,1,1,,1,1,7,0,0,3,0,0,6,0,19,6,1,0,0,1
254,1,0,1,1,0,1,1,7,0,0,3,1,1,,7,21,,1,0,1,1
33,1,1,1,1,0,3,1,7,0,0,3,0,0,2,0,20,2,0,0,0,1
125,0,0,1,0,0,0,1,0,0,0,3,1,1,4,4,16,4,0,0,0,1
236,0,0,0,1,0,1,1,7,0,1,1,1,1,4,14,35,0,1,0,0,1
115,1,1,1,1,0,2,1,11,0,0,3,1,0,4,0,17,4,0,0,1,1
158,0,0,1,0,0,1,0,7,0,0,3,1,1,6,7,20,6,0,0,0,1
66,1,0,1,1,0,2,1,0,0,0,3,1,1,5,,36,3,1,1,1,1
103,1,1,1,1,1,4,1,12,1,,3,1,1,2,15,35,1,0,1,1,0
1,1,0,0,1,0,2,0,7,1,,3,0,1,3,,20,2,1,0,0,0
104,,0,1,1,0,2,1,7,0,0,3,0,1,2,12,19,2,1,1,1,1
81,0,0,1,0,0,0,1,5,0,0,3,1,0,6,0,17,6,0,0,0,1
17,1,0,1,1,0,1,1,0,0,0,3,1,1,12,,42,3,1,1,0,1
189,0,0,1,1,0,1,1,7,0,0,3,1,1,5,7,21,2,1,0,0,1
297,0,0,0,0,0,1,1,7,0,0,3,1,0,4,0,19,3,0,1,1,1
220,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,22,,0,0,0,1
107,1,0,1,1,0,1,1,7,0,0,3,1,1,5,7,28,2,0,0,1,1
119,1,0,1,1,0,1,1,11,0,0,3,1,1,5,7,29,4,0,0,0,1
115,1,0,1,1,1,3,1,8,0,0,3,0,1,10,12,45,4,0,0,1,1
159,1,0,1,1,0,1,1,7,1,,3,0,0,4,0,16,4,1,0,1,0
104,,0,1,1,0,1,1,4,0,1,1,1,1,6,4,46,0,1,1,1,1
160,1,0,0,1,0,2,1,0,,0,3,1,1,4,,38,-2,1,0,1,0
17,1,0,1,1,0,1,1,15,0,0,3,1,0,4,0,37,1,1,1,0,1
80,0,0,1,1,0,1,1,7,0,0,3,0,1,4,7,23,2,1,0,0,1
19,0,0,1,1,0,1,1,12,0,0,3,1,0,2,0,24,2,0,0,1,1
300,0,0,0,0,0,0,0,0,0,0,3,0,1,6,,45,4,1,0,0,1
117,1,0,1,0,0,0,1,0,0,0,3,0,1,5,7,30,5,0,0,0,1
83,0,0,0,1,0,1,1,5,0,0,3,1,0,6,0,28,3,0,0,0,1
237,0,0,0,1,0,1,1,7,0,0,3,0,0,3,0,19,,1,0,1,1
51,1,0,1,0,0,1,0,0,0,0,3,0,1,4,7,33,-3,0,0,0,1
142,0,0,1,1,0,1,1,7,1,,3,1,1,5,7,28,2,1,0,1,0
117,1,0,1,1,0,1,1,0,0,0,3,1,1,,4,35,,0,0,0,1
108,1,0,1,1,0,1,1,12,0,1,2,0,0,4,0,21,4,0,0,0,1
33,1,0,1,1,0,2,1,11,0,0,3,1,0,4,0,19,4,0,0,0,1
50,1,0,1,1,0,2,1,0,0,0,3,0,1,6,,28,4,1,1,1,1
50,1,0,1,1,0,3,1,7,0,0,3,0,0,4,0,41,1,1,1,1,1
50,1,0,1,1,0,3,1,4,0,0,3,0,1,8,4,38,4,1,1,1,1
236,0,0,1,0,0,0,0,7,0,0,3,1,1,7,7,23,6,1,0,0,1
159,1,0,0,1,0,1,1,7,0,0,3,1,1,5,7,20,4,1,0,1,1
159,1,0,1,0,0,0,1,0,0,0,3,0,0,6,0,28,4,1,0,1,1
50,1,0,1,1,0,2,1,10,0,0,3,0,0,3,0,16,3,1,1,1,1
16,1,0,0,,,,1,4,0,0,3,0,0,4,0,35,2,1,0,1,1
49,1,0,0,1,0,2,1,7,0,1,1,1,1,3,12,23,1,1,0,0,1
126,0,0,0,0,0,0,0,0,0,0,3,0,1,10,7,49,3,0,0,0,1
49,1,0,1,1,0,1,1,7,0,1,1,1,1,5,7,30,0,1,0,0,1
238,0,0,0,1,0,3,1,7,0,1,2,1,1,4,7,21,2,1,0,1,1
49,1,0,1,1,0,2,1,7,0,0,3,1,1,4,7,24,3,1,0,0,1
1,1,0,1,0,0,0,0,0,0,0,3,0,1,4,7,18,4,1,0,0,1
48,0,0,1,0,0,0,1,7,0,1,1,0,1,5,7,35,0,0,0,1,1
253,1,0,0,0,0,0,0,7,0,1,2,0,0,,0,23,,0,0,0,1
158,0,0,0,0,0,0,0,0,0,0,3,0,1,,4,30,,0,0,0,1
48,0,0,1,0,0,0,1,7,0,0,3,1,0,,0,21,,0,0,1,1
101,1,0,1,0,0,0,1,12,0,1,2,1,1,4,7,32,-1,1,0,0,1
48,0,0,0,0,0,0,0,7,0,1,1,0,0,3,0,19,2,0,0,1,1
19,0,0,1,1,0,1,1,7,0,1,1,0,1,6,8,32,1,0,0,1,1
238,0,0,1,1,0,2,1,3,0,0,3,0,1,5,11,27,2,1,0,1,1
48,0,0,1,1,0,1,1,0,0,1,2,0,1,9,8,43,4,0,0,1,1
48,0,0,1,1,0,1,1,7,0,0,3,0,1,4,8,24,1,0,0,1,1
160,1,0,1,1,0,1,1,7,0,0,3,1,0,4,0,17,4,1,0,1,1
34,1,1,1,1,0,2,1,7,0,0,1,1,1,6,7,38,0,1,0,0,1
251,0,0,0,1,0,2,1,7,0,0,3,1,0,6,0,18,6,1,0,0,1
50,1,0,1,1,0,2,1,7,0,0,3,1,0,,0,17,,1,1,1,1
299,1,0,1,0,0,0,1,7,0,0,3,0,1,4,10,36,,1,0,1,1
120,1,0,1,0,0,0,0,0,0,0,3,1,1,6,7,36,2,0,0,1,1
238,0,1,1,1,0,3,1,6,0,0,3,0,0,6,0,16,6,1,0,1,1
219,0,0,0,1,0,1,1,4,0,0,1,1,1,4,10,48,1,0,1,0,1
50,1,0,1,0,0,0,0,7,0,0,3,0,0,5,0,28,2,1,1,1,1
235,0,0,1,1,0,1,1,7,0,0,3,1,0,4,0,30,4,1,0,0,1
251,0,0,0,1,0,1,1,7,0,0,3,1,0,6,0,22,6,1,0,0,1
111,,0,1,1,0,1,1,0,0,0,3,0,1,20,7,42,15,1,0,0,1
251,0,0,0,1,0,2,1,7,0,0,3,1,0,5,0,16,5,1,0,0,1
173,0,0,1,1,0,1,1,7,0,0,3,0,0,,0,17,,1,0,1,1
313,0,0,1,1,0,2,1,2,0,0,3,1,1,4,2,42,-5,0,0,1,1
235,0,0,1,0,0,0,1,7,0,0,3,1,1,6,7,30,3,1,0,0,1
122,1,0,1,0,0,0,1,7,1,,3,1,1,4,7,24,2,0,1,0,0
251,0,0,0,0,0,0,0,0,1,,3,1,1,7,,27,3,1,0,0,0
108,1,0,1,1,0,1,1,2,0,0,3,1,1,8,,41,4,0,0,0,1
105,1,0,0,0,0,0,1,7,0,0,3,0,0,3,0,20,3,0,0,0,1
235,0,0,1,0,0,0,1,6,1,,3,1,1,6,7,29,1,1,0,0,0
1,1,0,1,1,0,1,1,11,0,0,3,1,0,7,0,20,7,1,0,0,1
99,1,0,1,0,0,0,1,7,0,0,3,0,0,5,0,15,5,1,0,1,1
251,0,0,1,0,0,0,1,3,0,0,3,0,0,,0,17,,1,0,0,1
191,1,1,1,1,0,1,1,7,0,0,3,0,0,5,0,18,5,0,1,0,1
80,0,0,1,1,0,1,1,7,0,0,3,1,0,4,0,15,4,1,0,0,1
125,0,0,1,0,0,0,1,5,0,0,3,0,0,3,0,22,2,0,0,0,1
113,1,1,1,0,1,1,1,7,0,0,3,1,1,4,7,28,3,1,0,0,1
189,0,0,1,1,0,1,1,5,0,0,3,0,0,,0,15,,1,0,0,1
67,1,0,1,1,0,1,1,7,0,0,3,1,0,3,0,20,3,1,1,1,1
191,1,0,1,1,0,1,1,0,0,0,1,0,1,8,8,48,2,0,1,0,1
251,0,0,0,1,0,1,0,0,0,0,3,0,1,7,4,42,0,1,0,0,1
99,1,0,1,0,0,0,1,7,1,,3,1,1,10,7,26,8,1,0,1,0
34,1,1,1,1,0,1,1,12,0,1,1,1,1,4,15,25,2,1,0,0,1
81,0,0,1,0,0,0,1,7,1,,3,1,1,5,7,34,2,0,0,0,0
299,1,0,1,0,0,0,1,7,0,0,3,1,0,4,0,16,3,1,0,1,1
80,0,0,1,1,0,1,1,7,0,1,1,0,0,6,0,21,4,1,0,0,1
66,1,0,1,1,0,1,0,7,0,0,3,1,0,4,0,23,4,1,1,1,1
282,0,0,1,1,0,1,1,7,0,1,1,1,0,4,0,33,-1,1,0,0,1
282,0,0,1,1,0,2,1,6,0,0,3,0,0,3,0,15,3,1,0,0,1
282,0,0,1,1,0,2,1,7,0,0,3,0,0,4,0,24,4,1,0,0,1
48,0,0,1,1,0,2,1,6,0,0,3,0,0,4,0,15,4,0,0,1,1
143,1,0,1,1,0,2,1,4,0,0,3,1,1,6,,26,3,1,0,0,1
282,0,0,1,1,0,2,1,7,0,0,3,1,1,3,12,18,2,1,0,0,1
252,1,1,1,1,0,3,1,7,0,1,1,1,1,10,12,34,4,1,0,1,1
282,0,0,0,1,0,2,0,6,0,0,3,0,0,4,0,16,3,1,0,0,1
102,1,0,1,1,0,1,1,7,1,,3,1,1,3,7,18,2,1,1,0,0
282,0,0,0,0,0,0,0,4,0,0,3,0,0,,0,15,,1,0,0,1
252,1,0,1,1,0,2,1,7,0,1,1,1,1,4,7,29,0,1,0,1,1
253,1,0,0,0,0,0,0,0,0,0,3,1,1,,1,42,,0,0,0,1
219,0,0,1,0,0,0,0,7,0,0,3,0,1,4,7,26,2,0,1,0,1
117,1,0,1,1,0,1,1,7,0,0,3,1,0,4,0,22,4,0,0,0,1
297,0,0,0,1,0,2,1,7,0,0,3,1,0,7,0,16,7,0,1,1,1
282,0,0,1,0,0,0,0,12,0,1,1,1,1,4,12,36,-2,1,0,0,1
111,,0,1,0,0,0,1,7,0,0,3,1,0,5,0,21,4,1,0,0,1
107,1,0,1,1,0,1,1,5,0,0,3,0,0,6,0,15,6,0,0,1,1
101,1,0,1,0,0,0,1,7,1,,3,1,1,3,7,23,2,1,0,0,0
300,0,0,1,1,0,2,1,0,0,0,3,1,1,12,,38,7,1,0,0,1
102,1,0,1,0,0,0,1,4,0,0,3,1,1,2,7,30,-3,1,1,0,1
297,0,0,0,0,0,1,0,7,1,,3,0,1,,7,22,,0,1,1,0
112,1,0,0,1,0,1,1,7,0,0,3,1,1,6,7,33,0,0,0,0,1
19,0,0,1,1,0,1,1,10,0,0,3,1,0,4,0,16,4,0,0,1,1
251,0,0,0,0,0,0,0,7,0,0,3,0,0,,0,18,,1,0,0,1
125,0,0,1,1,1,4,0,7,0,1,1,1,1,10,,23,7,0,0,0,1
254,1,0,1,1,0,1,1,7,0,0,3,1,1,10,4,40,2,1,0,1,1
142,0,0,1,1,0,1,1,7,0,0,3,1,0,2,0,17,2,1,0,1,1
117,1,0,1,1,0,1,0,0,0,0,3,1,0,6,0,33,0,0,0,0,1
254,1,0,1,1,0,1,1,7,0,0,3,1,1,7,7,35,3,1,0,1,1
173,0,0,1,1,0,1,1,12,0,1,1,1,1,4,12,36,1,1,0,1,1
17,1,0,1,1,0,1,1,11,0,0,3,0,0,4,0,18,4,1,1,0,1
35,1,0,1,0,0,0,0,4,0,0,1,0,1,6,8,40,3,0,0,1,1
1,1,0,1,0,0,0,0,0,0,0,3,1,1,4,7,23,1,1,0,0,1
251,0,0,0,1,0,1,1,5,0,0,3,0,0,3,0,16,3,1,0,0,1
17,1,0,1,1,0,2,1,7,0,0,3,0,0,3,0,21,3,1,1,0,1
251,0,0,0,1,0,2,0,0,0,0,3,0,1,8,4,40,4,1,0,0,1
51,1,0,1,1,0,2,1,11,0,0,3,1,0,2,0,19,2,0,0,0,1
173,0,0,1,1,0,2,1,7,0,0,3,1,1,6,7,37,3,1,0,1,1
221,1,0,1,1,0,3,1,7,0,0,3,0,0,4,0,17,4,1,1,1,1
299,1,0,1,1,0,1,1,9,0,0,3,1,0,4,0,15,4,1,0,1,1
204,1,1,1,1,0,1,1,7,0,1,1,1,1,6,7,23,4,1,1,0,1
297,0,0,0,0,0,1,0,4,0,0,3,0,1,6,7,44,-7,0,1,1,1
16,1,0,1,1,0,3,1,7,0,1,2,1,1,3,12,26,0,1,0,1,1
128,1,0,1,0,0,0,1,5,0,0,3,0,1,3,7,18,3,1,0,1,1
254,1,0,1,1,0,1,1,7,0,1,1,1,1,6,7,32,1,1,0,1,1
110,1,0,1,1,0,1,1,7,0,1,2,1,0,4,0,18,4,1,1,0,1
253,1,0,0,0,0,0,0,7,0,0,3,0,1,6,7,27,2,0,0,0,1
127,0,0,1,1,0,1,1,4,0,0,1,1,1,5,,44,-2,1,0,0,1
221,1,0,1,1,0,1,1,7,0,0,3,1,1,5,12,27,0,1,1,1,1
282,0,0,0,1,0,2,1,0,0,0,3,1,1,6,8,44,-4,1,0,0,1
82,0,0,0,1,0,1,1,0,0,1,1,1,1,5,4,35,2,0,0,1,1
298,1,0,1,0,0,0,0,7,0,0,3,0,0,,0,22,,1,0,1,1
144,1,0,0,1,0,2,1,7,1,,3,1,1,6,,26,3,1,0,0,0
117,1,0,1,1,0,1,1,7,0,0,3,1,1,4,12,38,-3,0,0,0,1
109,1,0,0,0,0,0,0,0,0,0,3,1,0,3,0,43,0,0,0,1,1
191,1,0,1,1,0,1,1,7,0,0,3,1,0,6,0,25,3,0,1,0,1
253,1,0,0,0,0,0,0,2,0,0,3,1,0,6,0,40,-4,0,0,0,1
120,1,0,1,1,0,3,1,0,0,0,3,1,1,7,4,46,-2,0,0,1,1
298,1,0,1,1,0,2,1,4,0,0,3,1,0,7,0,25,6,1,0,1,1
142,0,0,1,1,0,1,1,15,0,0,3,1,0,3,0,30,1,1,0,1,1
17,1,0,1,1,0,1,1,7,0,0,3,1,0,4,0,23,4,1,1,0,1
121,1,0,1,0,0,0,1,7,0,0,3,1,0,3,0,19,3,0,0,0,1
158,0,0,1,1,0,2,1,7,0,0,3,0,0,5,0,17,5,0,0,0,1
99,1,0,1,0,0,0,0,7,0,0,3,1,0,3,0,17,2,1,0,1,1
96,1,0,1,1,0,1,1,7,0,0,3,0,0,5,0,17,5,1,0,1,1
82,0,0,1,1,0,1,1,7,0,0,3,1,1,3,7,23,2,0,0,1,1
159,1,0,1,0,0,0,0,7,0,0,3,0,0,4,0,23,0,1,0,1,1
49,1,0,1,1,0,2,1,5,0,0,3,1,1,7,8,39,2,1,0,0,1
190,1,0,1,1,0,1,1,0,0,0,3,0,1,,,30,,0,0,0,1
108,1,0,1,1,0,1,1,7,0,1,1,1,1,4,12,24,2,0,0,0,1
313,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,49,10,0,0,1,1
83,0,0,0,0,0,0,1,7,0,0,3,1,1,6,12,27,3,0,0,0,1
122,1,0,1,0,0,0,0,7,0,0,3,1,0,4,0,18,3,0,1,0,1
107,1,0,1,1,0,2,1,6,0,0,3,1,1,,,48,,0,0,1,1
1,1,0,1,0,0,0,1,7,0,0,3,1,1,6,7,19,5,1,0,0,1
144,1,0,1,0,0,0,1,0,0,1,1,0,1,8,12,34,6,1,0,0,1
50,1,0,1,1,0,2,1,7,0,0,3,0,1,4,7,26,4,1,1,1,1
204,1,0,1,1,0,1,1,7,0,0,3,1,1,4,7,22,4,1,1,0,1
126,0,0,0,0,0,0,0,0,0,0,3,1,1,4,7,21,4,0,0,0,1
267,0,0,1,0,0,0,1,6,0,0,3,0,0,2,0,17,2,0,0,1,1
252,1,1,1,1,0,1,1,7,1,,3,1,1,4,7,29,2,1,0,1,0
235,0,0,1,1,0,1,1,7,0,0,3,1,1,5,7,21,3,1,0,0,1
17,1,0,1,1,0,1,1,7,1,,3,1,1,5,3,19,4,1,1,0,0
50,1,0,0,0,0,0,0,7,0,1,1,0,1,5,7,30,3,1,1,1,1
1,1,0,1,0,0,0,0,4,0,0,3,1,1,5,,45,-1,1,0,0,1
190,1,0,1,1,0,1,1,3,0,0,3,1,1,,8,35,,0,0,0,1
143,1,0,1,0,0,0,0,7,0,0,3,1,1,4,7,23,3,1,0,0,1
99,1,0,1,1,0,1,1,7,0,0,3,1,1,4,7,23,3,1,0,1,1
35,1,0,1,1,0,2,1,5,0,0,3,1,1,6,7,35,1,0,0,1,1
35,1,0,1,1,0,2,1,7,0,0,3,0,0,4,0,19,4,0,0,1,1
160,1,0,1,0,0,0,1,4,,0,3,1,1,4,8,46,-5,1,0,1,0
144,1,0,1,1,0,1,1,4,0,0,3,1,1,4,12,18,3,1,0,0,1
16,1,1,1,1,0,1,1,12,0,0,3,0,0,,0,23,,1,0,1,1
49,1,0,1,0,0,0,0,7,0,0,3,0,0,6,0,34,2,1,0,0,1
144,1,0,0,1,0,1,1,5,1,,3,0,1,6,7,18,6,1,0,0,0
190,1,0,1,1,0,2,1,4,0,1,1,1,1,,4,39,,0,0,0,1
298,1,0,1,1,0,1,0,0,0,0,3,0,0,,0,43,,1,0,1,1
144,1,0,0,0,0,0,1,4,0,0,3,0,1,6,7,32,4,1,0,0,1
34,1,1,1,1,0,3,1,7,0,1,1,0,0,4,0,35,1,1,0,0,1
238,0,1,1,1,1,4,1,7,1,,3,1,1,3,7,19,2,1,0,1,0
236,0,0,0,0,0,0,1,6,0,0,3,0,0,7,0,19,7,1,0,0,1
173,0,0,1,1,0,1,1,7,0,1,1,1,1,3,12,27,1,1,0,1,1
33,1,1,1,1,0,2,1,12,0,0,3,0,1,4,15,35,3,0,0,0,1
33,1,1,1,1,0,3,1,13,0,0,3,1,0,2,0,19,2,0,0,0,1
114,1,0,1,1,0,2,1,0,0,0,1,1,0,13,0,49,7,0,1,0,1
33,1,0,1,1,0,1,1,7,0,0,3,1,0,4,0,22,4,0,0,0,1
33,1,1,1,1,0,4,1,12,0,0,3,0,0,4,0,21,4,0,0,0,1
100,1,0,1,0,0,0,1,7,0,0,3,1,1,4,7,22,4,1,1,0,1
49,1,0,1,1,0,2,1,7,0,1,1,1,1,3,7,21,2,1,0,0,1
102,1,0,1,0,0,0,1,0,0,0,3,0,1,7,7,37,2,1,1,0,1
101,1,0,1,0,0,0,0,7,0,0,3,1,1,4,7,19,,1,0,0,1
251,0,0,0,1,0,2,0,7,1,,3,1,1,5,7,27,2,1,0,0,0
204,1,0,0,1,0,3,1,12,0,0,3,1,0,3,0,21,3,1,1,0,1
65,0,0,1,0,0,0,0,7,1,,3,0,0,4,0,18,4,1,0,0,0
106,1,0,1,0,0,0,0,7,0,0,3,1,1,4,7,28,2,1,0,1,1
33,1,1,1,1,0,2,1,12,0,1,1,1,1,2,12,28,0,0,0,0,1
300,0,0,1,1,0,1,1,7,1,,3,0,1,10,7,17,10,1,0,0,0
102,1,0,1,0,0,0,1,7,1,,3,1,1,6,12,33,1,1,1,0,0
189,0,0,1,1,0,1,1,7,1,,3,1,1,4,7,27,1,1,0,0,0
33,1,1,1,1,0,2,1,9,0,1,2,0,0,3,0,20,2,0,0,0,1
142,0,0,1,1,0,1,1,7,0,0,3,1,0,1,0,17,0,1,0,1,1
32,0,0,1,0,0,0,0,7,0,0,3,0,0,3,0,35,0,0,0,1,1
32,0,0,1,1,0,2,1,7,0,1,2,1,1,4,7,28,4,0,0,1,1
313,0,0,0,0,0,0,0,0,0,0,3,0,1,10,4,30,7,0,0,1,1
32,0,0,1,1,0,1,0,6,0,0,3,1,0,4,0,27,4,0,0,1,1
108,1,0,1,1,0,2,1,6,0,0,3,0,0,2,0,16,2,0,0,0,1
298,1,0,1,1,0,1,1,4,0,0,3,0,0,4,0,19,4,1,0,1,1
32,0,0,1,0,0,0,0,7,1,,3,0,1,4,12,24,2,0,0,1,0
32,0,0,0,1,0,1,1,7,0,0,3,1,1,5,7,36,4,0,0,1,1
32,0,0,1,0,0,0,0,6,0,0,3,0,0,6,0,16,6,0,0,1,1
64,0,0,0,0,0,1,0,7,0,0,3,1,1,10,,27,8,1,0,1,1
220,0,0,0,1,0,1,1,0,1,,3,1,1,,7,28,,0,0,0,0
111,,0,1,1,0,1,1,2,0,0,3,1,0,4,0,17,4,1,0,0,1
235,0,0,1,0,0,0,1,7,0,0,3,1,1,4,7,22,2,1,0,0,1
65,0,0,1,0,0,1,0,0,0,0,3,1,1,6,7,16,5,1,0,0,1
82,0,0,0,1,0,1,1,7,0,0,3,0,1,4,4,27,3,0,0,1,1
204,1,1,1,1,0,1,1,0,0,0,3,1,0,3,0,21,2,1,1,0,1
160,1,0,0,1,0,2,1,4,0,0,3,0,0,,0,15,,1,0,1,1
50,1,0,1,0,0,0,1,7,0,0,3,0,1,,7,28,,1,1,1,1
158,0,0,1,1,0,2,0,7,0,0,3,0,1,5,7,17,4,0,0,0,1
128,1,0,1,1,0,1,1,7,0,0,3,1,1,5,14,25,5,1,0,1,1
144,1,0,0,0,0,0,1,7,0,0,3,0,1,10,3,27,9,1,0,0,1
160,1,0,1,0,0,0,0,7,0,1,1,1,0,4,0,23,3,1,0,1,1
97,1,0,1,1,0,1,1,7,0,1,1,1,1,4,7,26,2,0,1,1,1
117,1,0,1,1,0,1,1,7,0,1,1,1,1,5,7,21,3,0,0,0,1
267,0,0,1,1,0,3,1,12,0,0,3,0,0,7,0,20,7,0,0,1,1
143,1,0,0,0,0,0,0,7,0,0,3,1,0,3,0,27,-1,1,0,0,1
82,0,0,0,0,0,0,0,0,0,0,3,0,1,5,4,48,-4,0,0,1,1
65,0,0,1,1,0,2,0,0,0,0,3,1,1,9,2,36,3,1,0,0,1
236,0,0,0,0,0,0,1,4,0,0,3,0,0,,0,16,,1,0,0,1
267,0,0,0,0,0,0,0,7,0,1,2,0,1,6,7,18,5,0,0,1,1
237,0,0,0,0,0,0,1,7,0,0,3,0,0,,0,17,,1,0,1,1
121,1,0,1,1,0,1,1,7,0,1,1,1,0,5,0,33,1,0,0,0,1
105,1,0,1,1,0,1,1,7,0,0,3,1,0,4,0,19,4,0,0,0,1
313,0,0,1,1,0,2,1,7,1,,3,1,1,6,7,29,4,0,0,1,0
16,1,1,1,1,0,1,1,7,0,0,3,1,0,4,0,19,4,1,0,1,1
128,1,0,1,0,0,0,1,2,0,0,3,1,1,4,7,34,,1,0,1,1
118,1,0,1,0,0,0,0,7,0,1,1,1,1,3,12,24,2,0,1,0,1
204,1,0,1,1,0,1,1,10,0,0,3,1,0,3,0,22,3,1,1,0,1
48,0,0,1,1,0,2,1,12,1,,3,1,1,3,12,29,1,0,0,1,0
